Grade,Subject,Topic,Difficulty,Question,A,B,C,D,Correct Answer
5,Space & Physics,Earth & Space Reasoning,Hard,Why do astronauts experience weightlessness in orbit?,No gravity exists,They are falling continuously,Air pushes them up,Magnetism,They are falling continuously
5,Space & Physics,Forces & Motion,Hard,"According to Newton’s First Law, when does motion change?",Always,When a net force acts,When mass increases,When friction disappears,When a net force acts
5,Space & Physics,Light & Sound,Hard,Why can sound not travel through a vacuum?,No gravity,No particles to vibrate,Too cold,Too much light,No particles to vibrate
5,Space & Physics,Energy & Heat,Hard,Why is radiation the main way heat reaches Earth from the Sun?,Air carries it,It travels through space,Water moves it,Friction creates it,It travels through space
5,Space & Physics,Earth & Space Reasoning,Hard,Why does gravity vary slightly across Earth?,Air pressure,Earth’s uneven mass distribution,Moon phases,Cloud cover,Earth’s uneven mass distribution
5,Space & Physics,Light & Sound,Hard,What determines the speed of sound?,Color,Medium,Volume,Pitch,Medium
5,Space & Physics,Forces & Motion,Hard,Why does increasing friction reduce speed?,More gravity,Energy loss as heat,More mass,Less force,Energy loss as heat
5,Space & Physics,Energy & Heat,Hard,Why do black surfaces heat up faster?,They reflect light,They absorb more radiation,They are rough,They conduct electricity,They absorb more radiation
5,Space & Physics,Light & Sound,Hard,A wave travels at 5000 m/s with frequency 100 Hz. What is its wavelength?,25.0 m,100.0 m,500000 m,50.0 m,50.0 m
5,Space & Physics,Forces & Motion,Hard,Velocity changes from 11 m/s to 17 m/s in 4 s. What is the average acceleration?,0.75 m/s²,1.5 m/s²,3.0 m/s²,24 m/s²,1.5 m/s²
5,Space & Physics,Energy & Heat,Hard,A constant force of 128 N moves an object 33 m in the same direction. How much work is done?,4224 J,4096 J,3.878787878787879 J,4352 J,4224 J
5,Space & Physics,Forces & Motion,Hard,What is the momentum of a 21 kg object moving at 15 m/s?,157.5 kg·m/s,4725 kg·m/s,315 kg·m/s,336 kg·m/s,315 kg·m/s
5,Space & Physics,Forces & Motion,Hard,Velocity changes from 11 m/s to 23 m/s in 6 s. What is the average acceleration?,72 m/s²,2.0 m/s²,4.0 m/s²,1.0 m/s²,2.0 m/s²
5,Space & Physics,Earth & Space Reasoning,Hard,"In a simplified model, if distance between two masses doubles, gravitational force becomes:",Twice as large,Four times as large,Half as large,One-fourth as large,One-fourth as large
5,Space & Physics,Light & Sound,Hard,Refraction happens when a wave enters a new medium because its:,Frequency always changes,Energy is destroyed,Amplitude becomes zero,Speed changes,Speed changes
5,Space & Physics,Forces & Motion,Hard,Newton’s Third Law is best summarized as:,For every action there is an equal and opposite reaction,Objects stay at rest unless acted on,Force equals mass times acceleration,Energy is always created,For every action there is an equal and opposite reaction
5,Space & Physics,Energy & Heat,Hard,A constant force of 8 N moves an object 28 m in the same direction. How much work is done?,232 J,224 J,0.2857142857142857 J,216 J,224 J
5,Space & Physics,Earth & Space Reasoning,Hard,A light-year is best described as a unit of:,Time,Mass,Brightness,Distance,Distance
5,Space & Physics,Light & Sound,Hard,"For sound waves, which property is most closely related to pitch?",Density,Amplitude,Speed,Frequency,Frequency
