Grade,Subject,Topic,Difficulty,Question,A,B,C,D,Correct Answer
12,Coding & Logic,Programming Basics,Easy,What does a function return?,Input,Output value,Loop,Condition,Output value
12,Coding & Logic,Logic,Easy,What does AND require?,One true condition,Both true conditions,Neither condition,Opposite values,Both true conditions
12,Coding & Logic,Loops,Easy,How many times does a loop run from i=1 to i<=4?,3,4,5,6,4
12,Coding & Logic,Debugging,Easy,Why use comments?,Execute code,Explain logic,Slow program,Hide variables,Explain logic
12,Coding & Logic,Programming Basics,Easy,What is a parameter in a function?,Returned value,Input placeholder,Loop counter,Condition,Input placeholder
12,Coding & Logic,Logic,Easy,What does AND require?,One true condition,Both true conditions,Neither condition,Opposite values,Both true conditions
12,Coding & Logic,Loops,Easy,How many times does a loop run from i=1 to i<=4?,3,4,5,6,4
12,Coding & Logic,Debugging,Easy,What is a runtime error?,Syntax error,Occurs during execution,Logic plan,Compilation step,Occurs during execution
12,Coding & Logic,Programming Basics,Easy,What is a parameter in a function?,Returned value,Input placeholder,Loop counter,Condition,Input placeholder
12,Coding & Logic,Logic,Easy,What does AND require?,One true condition,Both true conditions,Neither condition,Opposite values,Both true conditions
12,Coding & Logic,Loops,Easy,Which loop runs at least once?,For,While,Do-while,If,Do-while
12,Coding & Logic,Debugging,Easy,What is a runtime error?,Syntax error,Occurs during execution,Logic plan,Compilation step,Occurs during execution
12,Coding & Logic,Programming Basics,Easy,What does a function return?,Input,Output value,Loop,Condition,Output value
12,Coding & Logic,Logic,Easy,What does AND require?,One true condition,Both true conditions,Neither condition,Opposite values,Both true conditions
12,Coding & Logic,Loops,Easy,Which loop runs at least once?,For,While,Do-while,If,Do-while
12,Coding & Logic,Debugging,Easy,Why use comments?,Execute code,Explain logic,Slow program,Hide variables,Explain logic
12,Coding & Logic,Programming Basics,Easy,What is a parameter in a function?,Returned value,Input placeholder,Loop counter,Condition,Input placeholder
12,Coding & Logic,Logic,Easy,"If x=10, which condition is true?",x<5,x==10,x>20,x!=10,x==10
12,Coding & Logic,Loops,Easy,Which loop runs at least once?,For,While,Do-while,If,Do-while
12,Coding & Logic,Debugging,Easy,What is a runtime error?,Syntax error,Occurs during execution,Logic plan,Compilation step,Occurs during execution
12,Coding & Logic,Programming Basics,Easy,What does a function return?,Input,Output value,Loop,Condition,Output value
12,Coding & Logic,Logic,Easy,"If x=10, which condition is true?",x<5,x==10,x>20,x!=10,x==10
12,Coding & Logic,Loops,Easy,How many times does a loop run from i=1 to i<=4?,3,4,5,6,4
12,Coding & Logic,Debugging,Easy,Why use comments?,Execute code,Explain logic,Slow program,Hide variables,Explain logic
12,Coding & Logic,Programming Basics,Easy,What does a function return?,Input,Output value,Loop,Condition,Output value
12,Coding & Logic,Logic,Easy,"If x=10, which condition is true?",x<5,x==10,x>20,x!=10,x==10
12,Coding & Logic,Loops,Easy,Which loop runs at least once?,For,While,Do-while,If,Do-while
12,Coding & Logic,Debugging,Easy,What is a runtime error?,Syntax error,Occurs during execution,Logic plan,Compilation step,Occurs during execution
12,Coding & Logic,Programming Basics,Easy,What does a function return?,Input,Output value,Loop,Condition,Output value
12,Coding & Logic,Logic,Easy,"If x=10, which condition is true?",x<5,x==10,x>20,x!=10,x==10
12,Coding & Logic,Loops,Easy,How many times does a loop run from i=1 to i<=4?,3,4,5,6,4
12,Coding & Logic,Debugging,Easy,Why use comments?,Execute code,Explain logic,Slow program,Hide variables,Explain logic
12,Coding & Logic,Programming Basics,Easy,What does a function return?,Input,Output value,Loop,Condition,Output value
12,Coding & Logic,Logic,Easy,"If x=10, which condition is true?",x<5,x==10,x>20,x!=10,x==10
12,Coding & Logic,Loops,Easy,Which loop runs at least once?,For,While,Do-while,If,Do-while
12,Coding & Logic,Debugging,Easy,What is a runtime error?,Syntax error,Occurs during execution,Logic plan,Compilation step,Occurs during execution
12,Coding & Logic,Programming Basics,Easy,What does a function return?,Input,Output value,Loop,Condition,Output value
12,Coding & Logic,Logic,Easy,What does AND require?,One true condition,Both true conditions,Neither condition,Opposite values,Both true conditions
12,Coding & Logic,Loops,Easy,How many times does a loop run from i=1 to i<=4?,3,4,5,6,4
12,Coding & Logic,Debugging,Easy,Why use comments?,Execute code,Explain logic,Slow program,Hide variables,Explain logic
12,Coding & Logic,Programming Basics,Easy,What does a function return?,Input,Output value,Loop,Condition,Output value
12,Coding & Logic,Logic,Easy,What does AND require?,One true condition,Both true conditions,Neither condition,Opposite values,Both true conditions
12,Coding & Logic,Loops,Easy,Which loop runs at least once?,For,While,Do-while,If,Do-while
12,Coding & Logic,Debugging,Easy,Why use comments?,Execute code,Explain logic,Slow program,Hide variables,Explain logic
12,Coding & Logic,Programming Basics,Easy,What is a parameter in a function?,Returned value,Input placeholder,Loop counter,Condition,Input placeholder
12,Coding & Logic,Logic,Easy,What does AND require?,One true condition,Both true conditions,Neither condition,Opposite values,Both true conditions
12,Coding & Logic,Loops,Easy,How many times does a loop run from i=1 to i<=4?,3,4,5,6,4
12,Coding & Logic,Debugging,Easy,Why use comments?,Execute code,Explain logic,Slow program,Hide variables,Explain logic
12,Coding & Logic,Programming Basics,Easy,What does a function return?,Input,Output value,Loop,Condition,Output value
12,Coding & Logic,Logic,Easy,"If x=10, which condition is true?",x<5,x==10,x>20,x!=10,x==10
12,Coding & Logic,Loops,Easy,Which loop runs at least once?,For,While,Do-while,If,Do-while
12,Coding & Logic,Debugging,Easy,What is a runtime error?,Syntax error,Occurs during execution,Logic plan,Compilation step,Occurs during execution
12,Coding & Logic,Programming Basics,Easy,What is a parameter in a function?,Returned value,Input placeholder,Loop counter,Condition,Input placeholder
12,Coding & Logic,Logic,Easy,"If x=10, which condition is true?",x<5,x==10,x>20,x!=10,x==10
12,Coding & Logic,Loops,Easy,How many times does a loop run from i=1 to i<=4?,3,4,5,6,4
12,Coding & Logic,Debugging,Easy,Why use comments?,Execute code,Explain logic,Slow program,Hide variables,Explain logic
12,Coding & Logic,Programming Basics,Easy,What does a function return?,Input,Output value,Loop,Condition,Output value
12,Coding & Logic,Logic,Easy,"If x=10, which condition is true?",x<5,x==10,x>20,x!=10,x==10
12,Coding & Logic,Loops,Easy,Which loop runs at least once?,For,While,Do-while,If,Do-while
12,Coding & Logic,Debugging,Easy,Why use comments?,Execute code,Explain logic,Slow program,Hide variables,Explain logic
12,Coding & Logic,Programming Basics,Easy,What does a function return?,Input,Output value,Loop,Condition,Output value
12,Coding & Logic,Logic,Easy,"If x=10, which condition is true?",x<5,x==10,x>20,x!=10,x==10
12,Coding & Logic,Loops,Easy,Which loop runs at least once?,For,While,Do-while,If,Do-while
12,Coding & Logic,Debugging,Easy,What is a runtime error?,Syntax error,Occurs during execution,Logic plan,Compilation step,Occurs during execution
12,Coding & Logic,Programming Basics,Easy,What does a function return?,Input,Output value,Loop,Condition,Output value
12,Coding & Logic,Logic,Easy,"If x=10, which condition is true?",x<5,x==10,x>20,x!=10,x==10
12,Coding & Logic,Loops,Easy,How many times does a loop run from i=1 to i<=4?,3,4,5,6,4
12,Coding & Logic,Debugging,Easy,Why use comments?,Execute code,Explain logic,Slow program,Hide variables,Explain logic
12,Coding & Logic,Programming Basics,Easy,What does a function return?,Input,Output value,Loop,Condition,Output value
12,Coding & Logic,Logic,Easy,What does AND require?,One true condition,Both true conditions,Neither condition,Opposite values,Both true conditions
12,Coding & Logic,Loops,Easy,How many times does a loop run from i=1 to i<=4?,3,4,5,6,4
12,Coding & Logic,Debugging,Easy,Why use comments?,Execute code,Explain logic,Slow program,Hide variables,Explain logic
12,Coding & Logic,Programming Basics,Easy,What is a parameter in a function?,Returned value,Input placeholder,Loop counter,Condition,Input placeholder
12,Coding & Logic,Logic,Easy,"If x=10, which condition is true?",x<5,x==10,x>20,x!=10,x==10
