Grade,Subject,Topic,Difficulty,Question,A,B,C,D,Correct Answer
3,Science,Life Science,Easy,Which organ helps humans breathe?,Heart,Lungs,Brain,Stomach,Lungs
3,Science,Earth Science,Easy,What type of landform is a mountain?,Water,Flat land,Hill,Mountain,Mountain
3,Science,Physical Science,Easy,Which material is attracted to magnets?,Wood,Iron,Plastic,Paper,Iron
3,Science,Health & Body,Easy,Why do we need a balanced diet?,For taste,For energy and growth,For fun,For color,For energy and growth
3,Science,Life Science,Easy,What do plants use to make food?,Water,Sunlight,Soil,Air,Sunlight
3,Science,Earth Science,Easy,What is a natural resource?,Plastic,Water,Toy,Glass,Water
3,Science,Physical Science,Easy,What happens when water boils?,Freezes,Evaporates,Melts,Hardens,Evaporates
3,Science,Health & Body,Easy,Which habit helps keep bones strong?,Exercise,Candy,Staying up late,Skipping meals,Exercise
3,Science,Life Science,Easy,An object travels 357 m in 10 s. What is its average speed?,17.85 m/s,3570 m/s,71.4 m/s,35.7 m/s,35.7 m/s
3,Science,Earth Science,Easy,Which process is most responsible for breaking down rock into smaller pieces?,Deposition,Weathering,Condensation,Evaporation,Weathering
3,Science,Health & Body,Easy,An object of mass 2 kg accelerates at 5 m/s². What net force acts on it?,12 N,10 N,50 N,8 N,10 N
3,Science,Physical Science,Easy,An object of mass 3 kg accelerates at 8 m/s². What net force acts on it?,27 N,24 N,21 N,192 N,24 N
3,Science,Health & Body,Easy,Which statement best describes conservation of energy?,Energy is always destroyed,Energy stays only as heat,Energy is created in every reaction,Energy changes form but is not created or destroyed,Energy changes form but is not created or destroyed
3,Science,Health & Body,Easy,An object travels 30 m in 9 s. What is its average speed?,1.6666666666666667 m/s,3.3333333333333335 m/s,270 m/s,6.666666666666667 m/s,3.3333333333333335 m/s
3,Science,Health & Body,Easy,An object travels 325 m in 8 s. What is its average speed?,40.625 m/s,2600 m/s,20.3125 m/s,81.25 m/s,40.625 m/s
3,Science,Physical Science,Easy,An object travels 50 m in 1 s. What is its average speed?,25.0 m/s,100.0 m/s,50.0 m/s,50 m/s,50.0 m/s
3,Science,Physical Science,Easy,An object of mass 16 kg accelerates at 3 m/s². What net force acts on it?,64 N,144 N,32 N,48 N,48 N
3,Science,Life Science,Easy,An object travels 172 m in 5 s. What is its average speed?,68.8 m/s,17.2 m/s,34.4 m/s,860 m/s,34.4 m/s
3,Science,Physical Science,Easy,An object of mass 15 kg accelerates at 10 m/s². What net force acts on it?,150 N,1500 N,135 N,165 N,150 N
3,Science,Life Science,Easy,An object travels 375 m in 2 s. What is its average speed?,93.75 m/s,187.5 m/s,750 m/s,375.0 m/s,187.5 m/s
3,Science,Health & Body,Easy,An object of mass 19 kg accelerates at 3 m/s². What net force acts on it?,171 N,38 N,57 N,76 N,57 N
3,Science,Health & Body,Easy,An object of mass 8 kg accelerates at 3 m/s². What net force acts on it?,24 N,32 N,16 N,72 N,24 N
