Grade,Subject,Topic,Difficulty,Question,A,B,C,D,Correct Answer
12,Coding & Logic,Control Flow,Intermediate,What is recursion?,Loop replacement,Function calling itself,Infinite loop,Error handling,Function calling itself
12,Coding & Logic,Logic,Intermediate,What does short-circuit evaluation do?,Stops program,Skips unnecessary checks,Adds errors,Improves syntax,Skips unnecessary checks
12,Coding & Logic,Loops,Intermediate,Which loop is best for iterating collections?,While,For,For-each,Do-while,For-each
12,Coding & Logic,Debugging,Intermediate,What is stack overflow?,Memory leak,Too much recursion,Syntax error,Slow loop,Too much recursion
12,Coding & Logic,Control Flow,Intermediate,When should recursion have a base case?,Never,Always,Sometimes,Only in loops,Always
12,Coding & Logic,Logic,Intermediate,"If A is false in A AND B, is B evaluated?",Yes,No,Sometimes,Depends,No
12,Coding & Logic,Loops,Intermediate,Which loop is best for iterating collections?,While,For,For-each,Do-while,For-each
12,Coding & Logic,Debugging,Intermediate,What is stack overflow?,Memory leak,Too much recursion,Syntax error,Slow loop,Too much recursion
12,Coding & Logic,Control Flow,Intermediate,What is recursion?,Loop replacement,Function calling itself,Infinite loop,Error handling,Function calling itself
12,Coding & Logic,Logic,Intermediate,What does short-circuit evaluation do?,Stops program,Skips unnecessary checks,Adds errors,Improves syntax,Skips unnecessary checks
12,Coding & Logic,Loops,Intermediate,How many times does for(i=0;i<5;i++) run?,4,5,6,Infinite,5
12,Coding & Logic,Debugging,Intermediate,What is a breakpoint used for?,Stop program permanently,Inspect program state,Remove bugs automatically,Compile code,Inspect program state
12,Coding & Logic,Control Flow,Intermediate,What is recursion?,Loop replacement,Function calling itself,Infinite loop,Error handling,Function calling itself
12,Coding & Logic,Logic,Intermediate,"If A is false in A AND B, is B evaluated?",Yes,No,Sometimes,Depends,No
12,Coding & Logic,Loops,Intermediate,How many times does for(i=0;i<5;i++) run?,4,5,6,Infinite,5
12,Coding & Logic,Debugging,Intermediate,What is stack overflow?,Memory leak,Too much recursion,Syntax error,Slow loop,Too much recursion
12,Coding & Logic,Control Flow,Intermediate,When should recursion have a base case?,Never,Always,Sometimes,Only in loops,Always
12,Coding & Logic,Logic,Intermediate,"If A is false in A AND B, is B evaluated?",Yes,No,Sometimes,Depends,No
12,Coding & Logic,Loops,Intermediate,Which loop is best for iterating collections?,While,For,For-each,Do-while,For-each
12,Coding & Logic,Debugging,Intermediate,What is stack overflow?,Memory leak,Too much recursion,Syntax error,Slow loop,Too much recursion
12,Coding & Logic,Control Flow,Intermediate,What is recursion?,Loop replacement,Function calling itself,Infinite loop,Error handling,Function calling itself
12,Coding & Logic,Logic,Intermediate,What does short-circuit evaluation do?,Stops program,Skips unnecessary checks,Adds errors,Improves syntax,Skips unnecessary checks
12,Coding & Logic,Loops,Intermediate,How many times does for(i=0;i<5;i++) run?,4,5,6,Infinite,5
12,Coding & Logic,Debugging,Intermediate,What is a breakpoint used for?,Stop program permanently,Inspect program state,Remove bugs automatically,Compile code,Inspect program state
12,Coding & Logic,Control Flow,Intermediate,When should recursion have a base case?,Never,Always,Sometimes,Only in loops,Always
