Grade,Subject,Topic,Difficulty,Question,A,B,C,D,Correct Answer
7,Coding & Logic,Algorithm Design,Hard,What is pseudocode mainly used for?,Running programs,Planning logic,Storing data,Debugging hardware,Planning logic
7,Coding & Logic,Logic & Conditions,Hard,"If NOT (x > 5), which value satisfies?",6,7,5,8,5
7,Coding & Logic,Patterns & Reasoning,Hard,"What comes next? 1, 4, 10, 22, ___",34,46,48,52,46
7,Coding & Logic,Optimization & Debugging,Hard,What is refactoring?,Adding features,Improving code structure without changing behavior,Deleting programs,Running tests,Improving code structure without changing behavior
7,Coding & Logic,Algorithm Design,Hard,What is pseudocode mainly used for?,Running programs,Planning logic,Storing data,Debugging hardware,Planning logic
7,Coding & Logic,Logic & Conditions,Hard,What happens if a loop condition never becomes false?,Stops early,Runs forever,Runs once,Deletes data,Runs forever
7,Coding & Logic,Patterns & Reasoning,Hard,"What comes next? 1, 4, 10, 22, ___",34,46,48,52,46
7,Coding & Logic,Optimization & Debugging,Hard,Why do programmers remove duplicated code?,To add bugs,To optimize and simplify,To slow programs,To confuse readers,To optimize and simplify
7,Coding & Logic,Algorithm Design,Hard,What is pseudocode mainly used for?,Running programs,Planning logic,Storing data,Debugging hardware,Planning logic
7,Coding & Logic,Logic & Conditions,Hard,"If NOT (x > 5), which value satisfies?",6,7,5,8,5
7,Coding & Logic,Patterns & Reasoning,Hard,"What comes next? 1, 4, 10, 22, ___",34,46,48,52,46
7,Coding & Logic,Optimization & Debugging,Hard,What is refactoring?,Adding features,Improving code structure without changing behavior,Deleting programs,Running tests,Improving code structure without changing behavior
7,Coding & Logic,Algorithm Design,Hard,What is pseudocode mainly used for?,Running programs,Planning logic,Storing data,Debugging hardware,Planning logic
7,Coding & Logic,Logic & Conditions,Hard,What happens if a loop condition never becomes false?,Stops early,Runs forever,Runs once,Deletes data,Runs forever
7,Coding & Logic,Patterns & Reasoning,Hard,"What comes next? 1, 4, 10, 22, ___",34,46,48,52,46
7,Coding & Logic,Optimization & Debugging,Hard,Why do programmers remove duplicated code?,To add bugs,To optimize and simplify,To slow programs,To confuse readers,To optimize and simplify
7,Coding & Logic,Algorithm Design,Hard,Why is breaking a complex problem into functions useful?,Adds errors,Improves readability and reuse,Slows execution,Removes logic,Improves readability and reuse
7,Coding & Logic,Logic & Conditions,Hard,"If NOT (x > 5), which value satisfies?",6,7,5,8,5
7,Coding & Logic,Patterns & Reasoning,Hard,"What comes next? 1, 4, 10, 22, ___",34,46,48,52,46
7,Coding & Logic,Optimization & Debugging,Hard,Why do programmers remove duplicated code?,To add bugs,To optimize and simplify,To slow programs,To confuse readers,To optimize and simplify
7,Coding & Logic,Algorithm Design,Hard,Why is breaking a complex problem into functions useful?,Adds errors,Improves readability and reuse,Slows execution,Removes logic,Improves readability and reuse
7,Coding & Logic,Logic & Conditions,Hard,What happens if a loop condition never becomes false?,Stops early,Runs forever,Runs once,Deletes data,Runs forever
7,Coding & Logic,Patterns & Reasoning,Hard,What comes next? ■ ▲ ▲ ■ ▲ ▲ ■ ___,▲,■,●,◆,▲
7,Coding & Logic,Optimization & Debugging,Hard,Why do programmers remove duplicated code?,To add bugs,To optimize and simplify,To slow programs,To confuse readers,To optimize and simplify
7,Coding & Logic,Algorithm Design,Hard,What is pseudocode mainly used for?,Running programs,Planning logic,Storing data,Debugging hardware,Planning logic
