Grade,Subject,Topic,Difficulty,Question,A,B,C,D,Correct Answer
6,Space & Physics,Earth & Space Reasoning,Hard,Why do satellites stay in orbit around Earth?,No gravity,Balance of forward motion and gravity,Air pressure,Magnetism,Balance of forward motion and gravity
6,Space & Physics,Forces & Motion,Hard,"According to Newton’s Second Law, acceleration depends on?",Mass only,Force only,Force and mass,Speed only,Force and mass
6,Space & Physics,Light & Sound,Hard,Why does sound travel faster in solids than in air?,More space,Particles are closer,Less gravity,More light,Particles are closer
6,Space & Physics,Energy & Heat,Hard,Why is radiation the only way heat travels from the Sun to Earth?,Air carries it,Space is a vacuum,Water moves it,Gravity pulls it,Space is a vacuum
6,Space & Physics,Earth & Space Reasoning,Hard,Why do satellites stay in orbit around Earth?,No gravity,Balance of forward motion and gravity,Air pressure,Magnetism,Balance of forward motion and gravity
6,Space & Physics,Forces & Motion,Hard,Why does friction convert motion into heat?,Energy is destroyed,Energy changes form,Mass disappears,Force stops,Energy changes form
6,Space & Physics,Light & Sound,Hard,What determines the speed of light in a medium?,Color,Density of medium,Sound level,Temperature,Density of medium
6,Space & Physics,Energy & Heat,Hard,Why do lighter-colored surfaces stay cooler?,They reflect radiation,They absorb more heat,They conduct heat,They increase airflow,They reflect radiation
6,Space & Physics,Earth & Space Reasoning,Hard,Why do satellites stay in orbit around Earth?,No gravity,Balance of forward motion and gravity,Air pressure,Magnetism,Balance of forward motion and gravity
6,Space & Physics,Forces & Motion,Hard,Why does friction convert motion into heat?,Energy is destroyed,Energy changes form,Mass disappears,Force stops,Energy changes form
6,Space & Physics,Light & Sound,Hard,What determines the speed of light in a medium?,Color,Density of medium,Sound level,Temperature,Density of medium
6,Space & Physics,Energy & Heat,Hard,Why do lighter-colored surfaces stay cooler?,They reflect radiation,They absorb more heat,They conduct heat,They increase airflow,They reflect radiation
6,Space & Physics,Earth & Space Reasoning,Hard,Why does gravity decrease with altitude?,More air,Less mass attraction,More rotation,Less light,Less mass attraction
6,Space & Physics,Forces & Motion,Hard,"According to Newton’s Second Law, acceleration depends on?",Mass only,Force only,Force and mass,Speed only,Force and mass
6,Space & Physics,Light & Sound,Hard,What determines the speed of light in a medium?,Color,Density of medium,Sound level,Temperature,Density of medium
6,Space & Physics,Energy & Heat,Hard,Why is radiation the only way heat travels from the Sun to Earth?,Air carries it,Space is a vacuum,Water moves it,Gravity pulls it,Space is a vacuum
6,Space & Physics,Earth & Space Reasoning,Hard,Why do satellites stay in orbit around Earth?,No gravity,Balance of forward motion and gravity,Air pressure,Magnetism,Balance of forward motion and gravity
6,Space & Physics,Forces & Motion,Hard,Why does friction convert motion into heat?,Energy is destroyed,Energy changes form,Mass disappears,Force stops,Energy changes form
