Grade,Subject,Topic,Difficulty,Question,A,B,C,D,Correct Answer
4,Space & Physics,Earth & Space Reasoning,Hard,Why does Earth experience different daylight hours in different seasons?,Earth spins faster,Earth tilts toward or away from the Sun,Sun changes size,Clouds block sunlight,Earth tilts toward or away from the Sun
4,Space & Physics,Forces & Motion,Hard,Why does a heavier object require more force to accelerate?,More friction,More mass,More heat,More light,More mass
4,Space & Physics,Light & Sound,Hard,Why can light travel through empty space but sound cannot?,Light is heavier,Sound needs a medium,Light is slower,Sound is brighter,Sound needs a medium
4,Space & Physics,Energy & Heat,Hard,Why do dark surfaces absorb more heat?,They reflect light,They absorb more energy,They are rough,They block wind,They absorb more energy
4,Space & Physics,Earth & Space Reasoning,Hard,Why do astronauts appear to float in space?,No air,No gravity,Microgravity conditions,Weak muscles,Microgravity conditions
4,Space & Physics,Forces & Motion,Hard,What happens to acceleration if force stays the same and mass increases?,Increases,Decreases,Stays same,Stops,Decreases
4,Space & Physics,Light & Sound,Hard,What happens to sound energy as it travels farther?,Gets stronger,Stays same,Gets weaker,Turns to light,Gets weaker
4,Space & Physics,Energy & Heat,Hard,Which process transfers heat through empty space?,Conduction,Convection,Radiation,Friction,Radiation
4,Space & Physics,Light & Sound,Hard,Refraction happens when a wave enters a new medium because its:,Energy is destroyed,Speed changes,Amplitude becomes zero,Frequency always changes,Speed changes
4,Space & Physics,Energy & Heat,Hard,Which heat transfer can occur through a vacuum?,Radiation,Conduction,Convection,Friction,Radiation
4,Space & Physics,Earth & Space Reasoning,Hard,"In a simplified model, if distance between two masses doubles, gravitational force becomes:",Twice as large,One-fourth as large,Four times as large,Half as large,One-fourth as large
4,Space & Physics,Forces & Motion,Hard,What is the momentum of a 8 kg object moving at 18 m/s?,2592 kg·m/s,144 kg·m/s,152 kg·m/s,72.0 kg·m/s,144 kg·m/s
4,Space & Physics,Forces & Motion,Hard,Newton’s Third Law is best summarized as:,Energy is always created,Objects stay at rest unless acted on,For every action there is an equal and opposite reaction,Force equals mass times acceleration,For every action there is an equal and opposite reaction
4,Space & Physics,Light & Sound,Hard,"For sound waves, which property is most closely related to pitch?",Amplitude,Frequency,Density,Speed,Frequency
4,Space & Physics,Energy & Heat,Hard,A constant force of 13 N moves an object 12 m in the same direction. How much work is done?,156 J,1.0833333333333333 J,169 J,143 J,156 J
4,Space & Physics,Energy & Heat,Hard,Which heat transfer method involves moving fluid?,Conduction,Reflection,Radiation,Convection,Convection
4,Space & Physics,Energy & Heat,Hard,A constant force of 194 N moves an object 5 m in the same direction. How much work is done?,970 J,38.8 J,1164 J,776 J,970 J
4,Space & Physics,Light & Sound,Hard,A wave travels at 340 m/s with frequency 1000 Hz. What is its wavelength?,0.17 m,340000 m,0.34 m,0.68 m,0.34 m
4,Space & Physics,Energy & Heat,Hard,A constant force of 123 N moves an object 25 m in the same direction. How much work is done?,3075 J,4.92 J,3198 J,2952 J,3075 J
4,Space & Physics,Earth & Space Reasoning,Hard,A light-year is best described as a unit of:,Time,Brightness,Distance,Mass,Distance
4,Space & Physics,Light & Sound,Hard,A wave travels at 300 m/s with frequency 200 Hz. What is its wavelength?,60000 m,1.5 m,3.0 m,0.75 m,1.5 m
4,Space & Physics,Energy & Heat,Hard,A constant force of 190 N moves an object 15 m in the same direction. How much work is done?,12.666666666666666 J,3040 J,2660 J,2850 J,2850 J
4,Space & Physics,Earth & Space Reasoning,Hard,Why do planets remain in orbit around the Sun?,Magnetism alone keeps them,No forces act in space,Air pressure holds them,Gravity provides centripetal force while forward motion keeps them moving,Gravity provides centripetal force while forward motion keeps them moving
