Grade,Subject,Topic,Difficulty,Question,A,B,C,D,Correct Answer
12,Space & Physics,Astronomy,Easy,What causes lunar phases?,Earth shadow,Viewing geometry,Clouds,Rotation,Viewing geometry
12,Space & Physics,Mechanics,Easy,What is momentum?,mv,ma,F/d,E/t,mv
12,Space & Physics,Waves,Easy,Sound pitch depends on?,Amplitude,Frequency,Speed,Medium,Frequency
12,Space & Physics,Energy,Easy,Renewable source?,Coal,Oil,Wind,Gas,Wind
12,Space & Physics,Astronomy,Easy,What is a parsec?,Time,Distance,Mass,Brightness,Distance
12,Space & Physics,Energy,Easy,What is work?,Fd,mv,Pt,Q,Fd
12,Space & Physics,Mechanics,Easy,Balanced forces imply?,Acceleration,Rest or constant velocity,Explosion,Mass change,Rest or constant velocity
12,Space & Physics,Waves,Easy,EM waves need a medium?,Yes,No,Sometimes,Only solids,No
12,Space & Physics,Mechanics,Easy,Newton’s Third Law is best summarized as:,For every action there is an equal and opposite reaction,Force equals mass times acceleration,Energy is always created,Objects stay at rest unless acted on,For every action there is an equal and opposite reaction
12,Space & Physics,Waves,Easy,"For sound waves, which property is most closely related to pitch?",Frequency,Speed,Density,Amplitude,Frequency
12,Space & Physics,Astronomy,Easy,Why do planets remain in orbit around the Sun?,No forces act in space,Magnetism alone keeps them,Air pressure holds them,Gravity provides centripetal force while forward motion keeps them moving,Gravity provides centripetal force while forward motion keeps them moving
12,Space & Physics,Astronomy,Easy,A light-year is best described as a unit of:,Brightness,Distance,Mass,Time,Distance
12,Space & Physics,Mechanics,Easy,Velocity changes from 14 m/s to 30 m/s in 9 s. What is the average acceleration?,1.7777777777777777 m/s²,3.5555555555555554 m/s²,0.8888888888888888 m/s²,144 m/s²,1.7777777777777777 m/s²
12,Space & Physics,Energy,Easy,Which heat transfer can occur through a vacuum?,Radiation,Conduction,Friction,Convection,Radiation
12,Space & Physics,Mechanics,Easy,Velocity changes from 15 m/s to 28 m/s in 2 s. What is the average acceleration?,13.0 m/s²,26 m/s²,6.5 m/s²,3.25 m/s²,6.5 m/s²
12,Space & Physics,Astronomy,Easy,"In a simplified model, if distance between two masses doubles, gravitational force becomes:",Half as large,One-fourth as large,Four times as large,Twice as large,One-fourth as large
12,Space & Physics,Energy,Easy,A constant force of 44 N moves an object 12 m in the same direction. How much work is done?,572 J,3.6666666666666665 J,528 J,484 J,528 J
12,Space & Physics,Mechanics,Easy,Velocity changes from 7 m/s to 23 m/s in 9 s. What is the average acceleration?,1.7777777777777777 m/s²,0.8888888888888888 m/s²,3.5555555555555554 m/s²,144 m/s²,1.7777777777777777 m/s²
12,Space & Physics,Waves,Easy,Refraction happens when a wave enters a new medium because its:,Amplitude becomes zero,Frequency always changes,Energy is destroyed,Speed changes,Speed changes
12,Space & Physics,Energy,Easy,Which heat transfer method involves moving fluid?,Radiation,Reflection,Convection,Conduction,Convection
12,Space & Physics,Waves,Easy,A wave travels at 340 m/s with frequency 500 Hz. What is its wavelength?,1.36 m,170000 m,0.34 m,0.68 m,0.68 m
12,Space & Physics,Mechanics,Easy,What is the momentum of a 37 kg object moving at 26 m/s?,962 kg·m/s,481.0 kg·m/s,25012 kg·m/s,999 kg·m/s,962 kg·m/s
12,Space & Physics,Mechanics,Easy,Velocity changes from 7 m/s to 9 m/s in 7 s. What is the average acceleration?,14 m/s²,0.2857142857142857 m/s²,0.14285714285714285 m/s²,0.5714285714285714 m/s²,0.2857142857142857 m/s²
12,Space & Physics,Mechanics,Easy,What is the momentum of a 29 kg object moving at 26 m/s?,783 kg·m/s,754 kg·m/s,377.0 kg·m/s,19604 kg·m/s,754 kg·m/s
12,Space & Physics,Mechanics,Easy,What is the momentum of a 41 kg object moving at 20 m/s?,410.0 kg·m/s,820 kg·m/s,861 kg·m/s,16400 kg·m/s,820 kg·m/s
12,Space & Physics,Mechanics,Easy,What is the momentum of a 16 kg object moving at 8 m/s?,1024 kg·m/s,144 kg·m/s,64.0 kg·m/s,128 kg·m/s,128 kg·m/s
12,Space & Physics,Energy,Easy,A constant force of 18 N moves an object 11 m in the same direction. How much work is done?,180 J,198 J,216 J,1.6363636363636365 J,198 J
12,Space & Physics,Waves,Easy,A wave travels at 1500 m/s with frequency 500 Hz. What is its wavelength?,6.0 m,3.0 m,750000 m,1.5 m,3.0 m
12,Space & Physics,Mechanics,Easy,What is the momentum of a 18 kg object moving at 2 m/s?,36 kg·m/s,18.0 kg·m/s,54 kg·m/s,72 kg·m/s,36 kg·m/s
