Grade,Subject,Topic,Difficulty,Question,A,B,C,D,Correct Answer
6,Maths,Number Operations,Easy,"What is 8,000 − 3,465?","4,435","4,535","4,635","4,735","4,535"
6,Maths,Multiplication & Division,Easy,What is 14 × 6?,72,78,84,90,84
6,Maths,Fractions,Easy,Which is greater?,2/5,1/3,Equal,Cannot tell,2/5
6,Maths,Ratios,Easy,Which shows the ratio of 2 to 5?,2:5,5:2,2/5,5/2,2:5
6,Maths,Fractions,Easy,Which fraction is equivalent to 2/3?,4/6,3/5,5/8,6/10,4/6
6,Maths,Multiplication & Division,Easy,What is 84 ÷ 7?,10,11,12,13,12
6,Maths,Number Operations,Easy,"What is 6,345 + 2,789?","9,034","9,134","9,234","9,334","9,134"
6,Maths,Ratios,Easy,Which is a ratio?,3 + 4,3 × 4,3:4,3 − 4,3:4
6,Maths,Multiplication & Division,Easy,Solve for x: 17x + (-15) = 53,-4,4,5,3,4
6,Maths,Number Operations,Easy,Solve for x: 5x + (-22) = -122,20,-19,-21,-20,-20
6,Maths,Multiplication & Division,Easy,Solve for x: 7x + (-35) = 105,19,20,21,-20,20
6,Maths,Fractions,Easy,Solve for x: 7x + (-8) = -127,-18,-16,-17,17,-17
6,Maths,Number Operations,Easy,Solve for x: 8x + (21) = 37,3,2,1,-2,2
6,Maths,Ratios,Easy,Solve for x: 12x + (-38) = -26,1,0,2,-1,1
6,Maths,Fractions,Easy,Solve for x: 8x + (-31) = 49,11,10,-10,9,10
6,Maths,Multiplication & Division,Easy,Solve for x: 19x + (50) = -254,-17,16,-16,-15,-16
6,Maths,Fractions,Easy,Solve for x: 5x + (48) = -37,-16,-17,-18,17,-17
6,Maths,Fractions,Easy,Solve for x: 10x + (36) = 216,-18,18,19,17,18
6,Maths,Ratios,Easy,Solve for x: 15x + (2) = -73,5,-4,-5,-6,-5
6,Maths,Fractions,Easy,Solve for x: 11x + (-2) = -200,-18,-19,-17,18,-18
6,Maths,Number Operations,Easy,Solve for x: 16x + (-40) = 216,-16,16,17,15,16
6,Maths,Fractions,Easy,Solve for x: 10x + (-33) = -23,1,0,2,-1,1
6,Maths,Multiplication & Division,Easy,Solve for x: 11x + (-40) = -117,-6,-8,-7,7,-7
6,Maths,Multiplication & Division,Easy,Solve for x: 5x + (0) = 10,3,2,1,-2,2
6,Maths,Multiplication & Division,Easy,Solve for x: 17x + (-49) = 274,19,-19,18,20,19
6,Maths,Ratios,Easy,Solve for x: 20x + (15) = -85,-4,5,-6,-5,-5
6,Maths,Fractions,Easy,Solve for x: 18x + (-34) = 74,5,6,7,-6,6
6,Maths,Multiplication & Division,Easy,Solve for x: 13x + (36) = 257,16,-17,17,18,17
6,Maths,Multiplication & Division,Easy,Solve for x: 18x + (49) = -239,-15,-17,16,-16,-16
6,Maths,Multiplication & Division,Easy,Solve for x: 15x + (-19) = -244,-15,-16,15,-14,-15
6,Maths,Number Operations,Easy,Solve for x: 12x + (-31) = -103,-6,-7,-5,6,-6
6,Maths,Ratios,Easy,Solve for x: 20x + (-1) = -1,Option 3,-1,1,0,0
6,Maths,Ratios,Easy,Solve for x: 11x + (-36) = 107,12,-13,14,13,13
6,Maths,Multiplication & Division,Easy,Solve for x: 18x + (-33) = 219,15,14,13,-14,14
6,Maths,Number Operations,Easy,Solve for x: 9x + (-32) = -86,6,-5,-6,-7,-6
6,Maths,Multiplication & Division,Easy,Solve for x: 19x + (20) = 286,14,15,-14,13,14
6,Maths,Fractions,Easy,Solve for x: 11x + (37) = 15,-2,-1,-3,2,-2
6,Maths,Number Operations,Easy,Solve for x: 4x + (48) = 4,11,-10,-11,-12,-11
6,Maths,Fractions,Easy,Solve for x: 15x + (2) = 182,13,11,-12,12,12
6,Maths,Fractions,Easy,Solve for x: 8x + (24) = -128,-18,-20,-19,19,-19
6,Maths,Number Operations,Easy,Solve for x: 8x + (0) = -16,2,-1,-3,-2,-2
6,Maths,Ratios,Easy,Solve for x: 15x + (47) = 242,-13,12,13,14,13
6,Maths,Ratios,Easy,Solve for x: 18x + (16) = 232,11,-12,12,13,12
6,Maths,Fractions,Easy,Solve for x: 18x + (14) = -220,-14,13,-12,-13,-13
6,Maths,Fractions,Easy,Solve for x: 7x + (-31) = -24,2,0,-1,1,1
6,Maths,Ratios,Easy,Solve for x: 8x + (-45) = -157,-15,-14,-13,14,-14
6,Maths,Ratios,Easy,Solve for x: 6x + (-4) = 20,5,-4,3,4,4
6,Maths,Ratios,Easy,Solve for x: 6x + (-37) = 77,19,18,-19,20,19
6,Maths,Fractions,Easy,Solve for x: 4x + (-23) = -19,2,0,-1,1,1
6,Maths,Ratios,Easy,Solve for x: 11x + (38) = -39,-7,7,-8,-6,-7
6,Maths,Multiplication & Division,Easy,Solve for x: 4x + (-12) = 56,-17,18,17,16,17
6,Maths,Number Operations,Easy,Solve for x: 17x + (-18) = -273,-14,-16,-15,15,-15
6,Maths,Multiplication & Division,Easy,Solve for x: 8x + (49) = 33,-2,2,-1,-3,-2
6,Maths,Ratios,Easy,Solve for x: 8x + (-21) = -173,-18,-19,-20,19,-19
6,Maths,Multiplication & Division,Easy,Solve for x: 6x + (33) = 117,-14,14,13,15,14
6,Maths,Multiplication & Division,Easy,Solve for x: 2x + (-45) = -71,-12,13,-13,-14,-13
6,Maths,Multiplication & Division,Easy,Solve for x: 9x + (25) = -155,-20,20,-21,-19,-20
6,Maths,Multiplication & Division,Easy,Solve for x: 7x + (25) = 18,0,-1,-2,1,-1
6,Maths,Ratios,Easy,Solve for x: 5x + (-23) = -13,3,1,2,-2,2
6,Maths,Number Operations,Easy,Solve for x: 13x + (23) = 114,6,7,8,-7,7
6,Maths,Ratios,Easy,Solve for x: 3x + (-27) = -54,-8,-9,-10,9,-9
6,Maths,Multiplication & Division,Easy,Solve for x: 3x + (-26) = -59,11,-11,-12,-10,-11
6,Maths,Fractions,Easy,Solve for x: 8x + (50) = 42,0,1,-1,-2,-1
6,Maths,Multiplication & Division,Easy,Solve for x: 19x + (7) = -31,-2,-3,-1,2,-2
6,Maths,Fractions,Easy,Solve for x: 3x + (-34) = -10,7,8,9,-8,8
6,Maths,Fractions,Easy,Solve for x: 15x + (47) = 32,0,1,-2,-1,-1
6,Maths,Number Operations,Easy,Solve for x: 4x + (30) = 110,19,20,21,-20,20
6,Maths,Multiplication & Division,Easy,Solve for x: 10x + (-27) = 63,9,8,-9,10,9
6,Maths,Ratios,Easy,Solve for x: 19x + (-38) = -399,19,-18,-19,-20,-19
6,Maths,Number Operations,Easy,Solve for x: 6x + (-31) = -1,4,5,-5,6,5
6,Maths,Ratios,Easy,Solve for x: 11x + (-41) = 36,6,8,-7,7,7
6,Maths,Ratios,Easy,Solve for x: 12x + (-11) = -35,-3,-1,-2,2,-2
6,Maths,Multiplication & Division,Easy,Solve for x: 16x + (10) = -278,18,-19,-17,-18,-18
6,Maths,Number Operations,Easy,Solve for x: 18x + (-18) = 126,7,9,-8,8,8
6,Maths,Number Operations,Easy,Solve for x: 7x + (43) = 22,3,-3,-2,-4,-3
6,Maths,Fractions,Easy,Solve for x: 4x + (35) = 15,-6,-4,5,-5,-5
6,Maths,Number Operations,Easy,Solve for x: 13x + (-9) = 82,-7,6,7,8,7
6,Maths,Fractions,Easy,Solve for x: 11x + (22) = 165,-13,13,14,12,13
6,Maths,Number Operations,Easy,Solve for x: 9x + (-35) = -26,1,-1,2,0,1
6,Maths,Number Operations,Easy,Solve for x: 14x + (30) = 198,11,12,-12,13,12
6,Maths,Ratios,Easy,Solve for x: 10x + (-14) = 56,7,8,-7,6,7
6,Maths,Ratios,Easy,Solve for x: 19x + (-9) = 181,11,9,-10,10,10
6,Maths,Multiplication & Division,Easy,Solve for x: 4x + (-40) = -92,-13,-12,13,-14,-13
6,Maths,Fractions,Easy,Solve for x: 14x + (-45) = -311,19,-18,-20,-19,-19
6,Maths,Ratios,Easy,Solve for x: 13x + (50) = -15,-5,-6,5,-4,-5
6,Maths,Multiplication & Division,Easy,Solve for x: 14x + (1) = 85,5,7,6,-6,6
6,Maths,Multiplication & Division,Easy,Solve for x: 18x + (-24) = -78,-3,-4,-2,3,-3
6,Maths,Ratios,Easy,Solve for x: 2x + (-4) = -44,-21,20,-20,-19,-20
6,Maths,Fractions,Easy,Solve for x: 17x + (26) = 128,6,5,-6,7,6
6,Maths,Fractions,Easy,Solve for x: 8x + (-23) = -151,-16,16,-17,-15,-16
6,Maths,Ratios,Easy,Solve for x: 16x + (-32) = -64,-2,2,-3,-1,-2
6,Maths,Multiplication & Division,Easy,Solve for x: 6x + (-34) = -4,-5,4,5,6,5
6,Maths,Fractions,Easy,Solve for x: 12x + (-27) = 69,8,-8,7,9,8
6,Maths,Number Operations,Easy,Solve for x: 14x + (46) = 102,3,4,-4,5,4
6,Maths,Number Operations,Easy,Solve for x: 3x + (-49) = -13,11,12,13,-12,12
6,Maths,Ratios,Easy,Solve for x: 16x + (18) = -302,-21,-19,-20,20,-20
6,Maths,Fractions,Easy,Solve for x: 20x + (45) = 145,-5,4,5,6,5
6,Maths,Multiplication & Division,Easy,Solve for x: 3x + (45) = 69,7,9,8,-8,8
6,Maths,Number Operations,Easy,Solve for x: 4x + (-12) = -64,-14,-13,-12,13,-13
6,Maths,Multiplication & Division,Easy,Solve for x: 19x + (13) = 51,2,3,1,-2,2
6,Maths,Multiplication & Division,Easy,Solve for x: 20x + (13) = 173,8,-8,9,7,8
6,Maths,Ratios,Easy,Solve for x: 9x + (30) = 183,17,18,-17,16,17
6,Maths,Multiplication & Division,Easy,Solve for x: 15x + (-25) = -280,17,-18,-16,-17,-17
6,Maths,Ratios,Easy,Solve for x: 18x + (-14) = -158,-9,-8,8,-7,-8
6,Maths,Ratios,Easy,Solve for x: 18x + (-18) = -216,11,-10,-11,-12,-11
6,Maths,Multiplication & Division,Easy,Solve for x: 3x + (-27) = 15,13,-14,14,15,14
6,Maths,Number Operations,Easy,Solve for x: 2x + (-28) = 8,19,17,-18,18,18
6,Maths,Multiplication & Division,Easy,Solve for x: 9x + (3) = -6,-2,-1,1,0,-1
6,Maths,Multiplication & Division,Easy,Solve for x: 10x + (-8) = 42,-5,6,4,5,5
6,Maths,Fractions,Easy,Solve for x: 11x + (6) = -38,-5,4,-3,-4,-4
6,Maths,Fractions,Easy,Solve for x: 11x + (2) = 57,5,4,6,-5,5
6,Maths,Fractions,Easy,Solve for x: 5x + (-45) = 25,14,-14,15,13,14
6,Maths,Fractions,Easy,Solve for x: 3x + (-46) = -88,-13,-15,14,-14,-14
6,Maths,Multiplication & Division,Easy,Solve for x: 12x + (-30) = -18,0,2,-1,1,1
6,Maths,Multiplication & Division,Easy,Solve for x: 15x + (-22) = -97,5,-4,-6,-5,-5
6,Maths,Number Operations,Easy,Solve for x: 7x + (31) = 31,-1,0,Option 3,1,0
6,Maths,Multiplication & Division,Easy,Solve for x: 10x + (-25) = -215,-20,19,-18,-19,-19
6,Maths,Ratios,Easy,Solve for x: 3x + (-15) = 36,-17,18,17,16,17
6,Maths,Multiplication & Division,Easy,Solve for x: 3x + (-3) = -21,-5,-7,6,-6,-6
6,Maths,Number Operations,Easy,Solve for x: 13x + (9) = 9,0,1,-1,Option 3,0
6,Maths,Ratios,Easy,Solve for x: 13x + (-42) = -107,-5,5,-6,-4,-5
6,Maths,Ratios,Easy,Solve for x: 2x + (43) = 11,-16,-17,16,-15,-16
6,Maths,Multiplication & Division,Easy,Solve for x: 19x + (49) = 144,-5,5,6,4,5
6,Maths,Ratios,Easy,Solve for x: 16x + (-19) = -99,-5,5,-6,-4,-5
6,Maths,Fractions,Easy,Solve for x: 6x + (29) = 5,-5,-3,4,-4,-4
6,Maths,Multiplication & Division,Easy,Solve for x: 8x + (37) = -35,-10,-8,9,-9,-9
6,Maths,Number Operations,Easy,Solve for x: 2x + (-49) = -65,-9,-7,-8,8,-8
6,Maths,Multiplication & Division,Easy,Solve for x: 11x + (-7) = 213,20,-20,19,21,20
6,Maths,Number Operations,Easy,Solve for x: 7x + (-38) = -80,6,-5,-7,-6,-6
6,Maths,Ratios,Easy,Solve for x: 8x + (-10) = -42,-4,-5,4,-3,-4
6,Maths,Fractions,Easy,Solve for x: 9x + (12) = 174,19,-18,18,17,18
6,Maths,Multiplication & Division,Easy,Solve for x: 16x + (-38) = -134,-7,-6,6,-5,-6
6,Maths,Multiplication & Division,Easy,Solve for x: 16x + (34) = -110,-8,-10,9,-9,-9
6,Maths,Ratios,Easy,Solve for x: 12x + (-42) = -282,-20,-21,20,-19,-20
6,Maths,Fractions,Easy,Solve for x: 2x + (-40) = -34,4,-3,2,3,3
6,Maths,Ratios,Easy,Solve for x: 11x + (13) = -86,-10,-8,9,-9,-9
6,Maths,Ratios,Easy,Solve for x: 15x + (33) = -192,-16,-14,-15,15,-15
6,Maths,Number Operations,Easy,Solve for x: 4x + (41) = 29,-4,-2,-3,3,-3
6,Maths,Ratios,Easy,Solve for x: 16x + (24) = -168,-13,-12,-11,12,-12
6,Maths,Fractions,Easy,Solve for x: 4x + (-5) = 51,14,-14,15,13,14
6,Maths,Fractions,Easy,Solve for x: 10x + (12) = 192,18,19,17,-18,18
6,Maths,Fractions,Easy,Solve for x: 15x + (25) = -140,-11,11,-10,-12,-11
6,Maths,Number Operations,Easy,Solve for x: 20x + (-10) = 110,7,-6,6,5,6
6,Maths,Multiplication & Division,Easy,Solve for x: 4x + (7) = -29,-9,9,-8,-10,-9
6,Maths,Fractions,Easy,Solve for x: 2x + (39) = 53,7,6,-7,8,7
6,Maths,Fractions,Easy,Solve for x: 15x + (-11) = -266,-16,-17,17,-18,-17
6,Maths,Number Operations,Easy,Solve for x: 5x + (-2) = 23,5,6,4,-5,5
6,Maths,Number Operations,Easy,Solve for x: 10x + (32) = 2,3,-2,-3,-4,-3
6,Maths,Multiplication & Division,Easy,Solve for x: 4x + (15) = -21,-8,-10,-9,9,-9
6,Maths,Number Operations,Easy,Solve for x: 14x + (-20) = 232,-18,18,19,17,18
6,Maths,Number Operations,Easy,Solve for x: 16x + (-12) = -124,-8,7,-7,-6,-7
6,Maths,Number Operations,Easy,Solve for x: 17x + (28) = -210,-13,-15,14,-14,-14
6,Maths,Fractions,Easy,Solve for x: 17x + (44) = -126,10,-9,-11,-10,-10
6,Maths,Multiplication & Division,Easy,Solve for x: 3x + (-20) = 1,7,8,-7,6,7
6,Maths,Multiplication & Division,Easy,Solve for x: 13x + (11) = 271,21,19,20,-20,20
6,Maths,Fractions,Easy,Solve for x: 3x + (36) = 30,2,-1,-3,-2,-2
6,Maths,Fractions,Easy,Solve for x: 19x + (-30) = -239,11,-11,-12,-10,-11
6,Maths,Ratios,Easy,Solve for x: 6x + (38) = -46,14,-13,-15,-14,-14
6,Maths,Multiplication & Division,Easy,Solve for x: 14x + (38) = 150,8,7,-8,9,8
6,Maths,Multiplication & Division,Easy,Solve for x: 5x + (39) = 34,0,1,-2,-1,-1
6,Maths,Multiplication & Division,Easy,Solve for x: 4x + (-31) = -111,-21,-19,20,-20,-20
6,Maths,Ratios,Easy,Solve for x: 10x + (45) = 215,17,18,16,-17,17
6,Maths,Ratios,Easy,Solve for x: 9x + (-15) = 111,14,15,-14,13,14
6,Maths,Ratios,Easy,Solve for x: 4x + (-44) = -8,-9,8,10,9,9
6,Maths,Multiplication & Division,Easy,Solve for x: 12x + (-45) = 75,11,-10,10,9,10
6,Maths,Fractions,Easy,Solve for x: 18x + (25) = -137,-10,-9,-8,9,-9
6,Maths,Fractions,Easy,Solve for x: 5x + (-3) = -13,-3,-1,-2,2,-2
6,Maths,Number Operations,Easy,Solve for x: 15x + (16) = -134,-10,10,-11,-9,-10
6,Maths,Ratios,Easy,Solve for x: 17x + (19) = -117,8,-7,-9,-8,-8
6,Maths,Number Operations,Easy,Solve for x: 8x + (10) = 26,2,-2,1,3,2
6,Maths,Fractions,Easy,Solve for x: 8x + (17) = -31,-7,6,-6,-5,-6
6,Maths,Ratios,Easy,Solve for x: 12x + (-12) = -120,-8,-10,9,-9,-9
6,Maths,Multiplication & Division,Easy,Solve for x: 3x + (32) = -4,12,-12,-11,-13,-12
6,Maths,Fractions,Easy,Solve for x: 20x + (-14) = 206,-11,11,10,12,11
6,Maths,Multiplication & Division,Easy,Solve for x: 19x + (-32) = -108,4,-5,-3,-4,-4
6,Maths,Ratios,Easy,Solve for x: 12x + (13) = 109,7,-8,8,9,8
6,Maths,Number Operations,Easy,Solve for x: 12x + (5) = 221,-18,18,19,17,18
6,Maths,Multiplication & Division,Easy,Solve for x: 10x + (-12) = -102,-9,9,-8,-10,-9
6,Maths,Ratios,Easy,Solve for x: 2x + (-26) = -4,11,10,12,-11,11
6,Maths,Number Operations,Easy,Solve for x: 9x + (-17) = -80,-7,-8,7,-6,-7
6,Maths,Fractions,Easy,Solve for x: 13x + (-44) = 138,13,15,-14,14,14
6,Maths,Ratios,Easy,Solve for x: 11x + (-50) = -193,-14,-12,13,-13,-13
6,Maths,Ratios,Easy,Solve for x: 11x + (4) = 92,7,8,9,-8,8
6,Maths,Ratios,Easy,Solve for x: 17x + (-19) = 134,-9,8,10,9,9
6,Maths,Ratios,Easy,Solve for x: 17x + (-1) = 50,2,-3,3,4,3
6,Maths,Multiplication & Division,Easy,Solve for x: 12x + (1) = 169,13,15,14,-14,14
6,Maths,Ratios,Easy,Solve for x: 17x + (28) = 232,-12,11,12,13,12
6,Maths,Fractions,Easy,Solve for x: 8x + (-8) = -32,3,-4,-2,-3,-3
6,Maths,Multiplication & Division,Easy,Solve for x: 7x + (-13) = 64,-11,10,11,12,11
6,Maths,Number Operations,Easy,Solve for x: 14x + (41) = 195,-11,12,10,11,11
6,Maths,Multiplication & Division,Easy,Solve for x: 15x + (-33) = -273,16,-15,-17,-16,-16
6,Maths,Number Operations,Easy,Solve for x: 16x + (36) = 340,-19,18,20,19,19
6,Maths,Fractions,Easy,Solve for x: 6x + (-31) = -67,6,-6,-7,-5,-6
6,Maths,Fractions,Easy,Solve for x: 12x + (-5) = -65,-5,5,-6,-4,-5
6,Maths,Ratios,Easy,Solve for x: 14x + (49) = -147,-15,-14,14,-13,-14
6,Maths,Multiplication & Division,Easy,Solve for x: 9x + (20) = 137,-13,13,12,14,13
6,Maths,Fractions,Easy,Solve for x: 5x + (-27) = -92,13,-13,-14,-12,-13
6,Maths,Multiplication & Division,Easy,Solve for x: 9x + (-40) = -175,-16,15,-14,-15,-15
6,Maths,Number Operations,Easy,Solve for x: 17x + (-43) = -145,6,-7,-5,-6,-6
6,Maths,Number Operations,Easy,Solve for x: 12x + (44) = 56,-1,0,2,1,1
6,Maths,Number Operations,Easy,Solve for x: 4x + (-33) = 7,10,9,-10,11,10
6,Maths,Fractions,Easy,Solve for x: 5x + (25) = 120,20,-19,18,19,19
6,Maths,Number Operations,Easy,Solve for x: 17x + (-7) = 61,5,3,4,-4,4
6,Maths,Multiplication & Division,Easy,Solve for x: 4x + (-25) = -49,-7,-5,6,-6,-6
6,Maths,Ratios,Easy,Solve for x: 19x + (-46) = -198,-7,8,-8,-9,-8
6,Maths,Multiplication & Division,Easy,Solve for x: 10x + (37) = 127,9,10,-9,8,9
